Open,High,Low,Volume,Close
347.48699951171875,359.22100830078125,343.9309997558594,11272500,354.7040100097656
354.7770080566406,358.6319885253906,349.8089904785156,13033000,352.989013671875
353.2149963378906,359.9840087890625,352.6789855957031,7845880,357.6180114746094
357.0889892578125,357.8330078125,335.3429870605469,18192700,335.59100341796875
335.7090148925781,350.9129943847656,335.0719909667969,30177900,345.30499267578125
345.0090026855469,348.0450134277344,337.1419982910156,12545400,338.3210144042969
338.6499938964844,340.52899169921875,321.05499267578125,16677200,325.7489929199219
326.07501220703125,329.04998779296875,320.6260070800781,8603620,325.8919982910156
325.5690002441406,334.00201416015625,325.4809875488281,12948500,327.5539855957031
327.1610107421875,331.7669982910156,325.0769958496094,15655500,330.49200439453125
330.6830139160156,343.3689880371094,330.6830139160156,19817200,339.4859924316406
339.4580078125,352.96600341796875,338.42401123046875,18797000,349.2900085449219
349.8179931640625,352.73199462890625,341.7760009765625,16834200,342.4150085449219
342.15399169921875,347.0320129394531,342.15399169921875,8535470,345.4880065917969
345.3760070800781,363.6260070800781,344.2550048828125,24205600,363.2640075683594
362.2650146484375,374.8160095214844,357.5610046386719,30450100,366.9240112304688
365.8569946289063,371.30999755859375,363.7349853515625,15838900,367.6950073242188
367.9849853515625,429.7179870605469,367.9849853515625,45783200,423.5610046386719
427.2730102539063,457.0929870605469,401.12298583984375,58945000,420.7349853515625
418.4169921875,419.25201416015625,384.78900146484375,29589200,397.8179931640625
399.6499938964844,405.5280151367188,371.0079956054688,15727500,376.1329956054688
374.7300109863281,390.7990112304688,374.60198974609375,11905600,387.8819885253906
388.3489990234375,410.1990051269531,377.50201416015625,41518800,387.4079895019531
387.7850036621094,392.4020080566406,371.1170043945313,32222500,375.197998046875
373.89599609375,386.4809875488281,373.89599609375,18931800,380.5549926757813
380.3070068359375,382.0249938964844,356.781005859375,25233200,357.8399963378906
357.8789978027344,357.8789978027344,344.11199951171875,29850100,350.8479919433594
351.60400390625,364.8410034179688,350.87799072265625,15273000,352.9200134277344
353.17498779296875,370.8450012207031,353.17498779296875,15151600,367.572998046875
366.947998046875,387.2090148925781,366.66900634765625,30930100,376.9010009765625
376.885986328125,394.7009887695313,374.7839965820313,25442200,375.3479919433594
376.0190124511719,377.697998046875,365.8160095214844,18601700,368.3699951171875
370.50201416015625,373.9920043945313,368.2820129394531,8748030,369.6700134277344
369.3739929199219,382.8380126953125,358.4549865722656,22946500,376.4469909667969
376.1520080566406,387.60101318359375,372.1449890136719,15375600,375.4909973144531
375.510009765625,382.5270080566406,373.3089904785156,9194440,378.0469970703125
378.2489929199219,383.6619873046875,376.66900634765625,11763000,379.2449951171875
379.25,384.0379943847656,377.8630065917969,12364100,381.3150024414063
381.7219848632813,383.0260009765625,374.3460083007813,13340100,375.010009765625
375.7179870605469,378.6549987792969,367.7590026855469,14529600,369.60400390625
369.4419860839844,379.1919860839844,365.7560119628906,15181800,376.85400390625
376.7569885253906,378.447998046875,370.9450073242188,7009320,374.7850036621094
374.83599853515625,376.2919921875,373.2749938964844,6491650,375.0950012207031
374.9649963378906,376.0289916992188,361.885986328125,18898700,361.9089965820313
361.8949890136719,363.0669860839844,344.95098876953125,32915500,352.218994140625
352.2049865722656,352.3840026855469,346.364990234375,16427700,346.364990234375
344.3399963378906,361.3569946289063,338.76300048828125,32431300,350.5060119628906
350.8330078125,352.9830017089844,349.2909851074219,16989800,352.5419921875
352.3810119628906,352.3810119628906,346.5880126953125,11675900,347.3760070800781
346.7269897460937,353.3160095214844,345.4179992675781,12415200,351.6319885253906
351.3609924316406,351.81500244140625,344.9339904785156,17264200,345.3450012207031
345.6730041503906,345.8590087890625,327.06201171875,30864900,327.06201171875
326.8550109863281,333.9540100097656,315.1520080566406,37567900,319.7760009765625
319.7850036621094,323.7090148925781,304.23199462890625,39173000,311.39599609375
